age,income,loan_amount,emp_length,home_ownership,purpose,credit_history_length,historical_default,default
47,98331.91129957244,2569.7944406681536,11,MORTGAGE,HOME_IMPROVEMENT,18,0,0
44,67423.76848878883,14725.544220922235,6,MORTGAGE,EDUCATION,12,0,0
52,70239.90935068912,21745.137050500158,0,MORTGAGE,HOME_IMPROVEMENT,9,0,1
57,93377.34178825472,19677.02518185891,1,MORTGAGE,EDUCATION,9,0,0
25,44931.719226941874,33042.95678317422,0,RENT,DEBT_CONSOLIDATION,7,0,1
63,47528.195586512185,18546.555540507437,16,OWN,DEBT_CONSOLIDATION,18,0,0
64,82998.20631245241,23043.18730573882,6,RENT,HOME_IMPROVEMENT,7,0,1
51,118052.96076470219,20473.169461691625,8,RENT,HOME_IMPROVEMENT,4,0,0
64,100534.7076829864,33846.92440245793,2,MORTGAGE,HOME_IMPROVEMENT,13,0,1
40,58656.156270789055,39107.81315643939,11,MORTGAGE,DEBT_CONSOLIDATION,17,0,0
35,75943.83307615976,24871.230397323106,1,RENT,DEBT_CONSOLIDATION,2,0,1
40,42186.418611499794,35945.58435039322,0,MORTGAGE,DEBT_CONSOLIDATION,14,0,1
30,29701.87586382062,14761.827326853576,2,RENT,DEBT_CONSOLIDATION,3,0,0
56,121750.4852967394,25278.893236762553,5,MORTGAGE,DEBT_CONSOLIDATION,5,0,0
55,54500.363194465295,16844.888007808815,3,MORTGAGE,DEBT_CONSOLIDATION,14,0,0
54,43109.630420662266,19810.639799588702,11,RENT,DEBT_CONSOLIDATION,3,0,0
38,109910.34722401151,33493.796186944746,0,RENT,VENTURE,7,0,1
39,100346.71765733419,39911.486740306646,4,RENT,DEBT_CONSOLIDATION,18,0,1
37,102314.65138175033,7224.301816773913,4,OWN,EDUCATION,13,0,0
60,49756.29863005977,29289.488028957363,1,RENT,DEBT_CONSOLIDATION,10,0,1
33,50243.92001314853,27032.183725845334,10,RENT,VENTURE,13,0,1
34,48704.34187213309,7091.846684565071,8,MORTGAGE,HOME_IMPROVEMENT,16,0,0
50,42587.837436098285,11111.45620892469,7,MORTGAGE,DEBT_CONSOLIDATION,9,0,1
20,105244.07743301532,15373.107273505251,2,RENT,HOME_IMPROVEMENT,2,0,0
22,130242.06508242218,9178.036045152563,4,MORTGAGE,DEBT_CONSOLIDATION,4,0,0
35,114161.27105796596,12480.367748546698,1,RENT,HOME_IMPROVEMENT,17,0,0
42,122972.17238887062,13506.834351053423,7,OWN,DEBT_CONSOLIDATION,4,0,0
30,72623.79578107598,16433.974820679563,2,RENT,MEDICAL,12,1,1
31,105029.85339835976,34223.78947044983,1,RENT,HOME_IMPROVEMENT,9,0,1
29,66050.71125782069,26592.22476557583,0,MORTGAGE,DEBT_CONSOLIDATION,2,0,1
51,88315.6008559232,44408.60689391026,8,RENT,EDUCATION,18,0,1
35,82612.5300495321,19833.640559601256,7,MORTGAGE,DEBT_CONSOLIDATION,11,1,1
27,42995.32886870107,34416.198174987774,1,RENT,VENTURE,9,0,1
57,70320.238843632,39473.142119190954,8,RENT,HOME_IMPROVEMENT,8,0,0
31,145296.89581270562,31196.0752006358,13,MORTGAGE,EDUCATION,1,0,0
43,52315.43350294247,19710.18383795233,0,MORTGAGE,DEBT_CONSOLIDATION,17,0,0
47,37394.48571633353,34404.569122067376,1,MORTGAGE,VENTURE,12,0,1
27,74415.48081111159,10757.686924225449,8,RENT,EDUCATION,4,0,0
47,122743.90566181926,16084.743102745693,1,RENT,DEBT_CONSOLIDATION,13,0,0
55,95679.26987139639,25507.46596926942,5,RENT,DEBT_CONSOLIDATION,9,0,0
45,108526.72754097178,26742.603653304377,0,RENT,DEBT_CONSOLIDATION,7,0,0
27,44660.330262708034,2952.083445323067,3,MORTGAGE,MEDICAL,5,0,0
47,100463.26509100379,42639.91011650838,8,MORTGAGE,DEBT_CONSOLIDATION,5,0,0
47,62055.05133849159,31954.97266234777,6,RENT,HOME_IMPROVEMENT,17,1,1
56,128459.43757411977,23315.261259971314,10,RENT,DEBT_CONSOLIDATION,9,0,0
60,101808.8447813957,42124.47107955726,12,RENT,DEBT_CONSOLIDATION,6,1,1
55,45851.316110788466,20881.109305785623,8,RENT,HOME_IMPROVEMENT,19,0,1
46,28400.1683797312,44158.72952162599,6,RENT,MEDICAL,16,0,1
36,25542.317207314256,24028.24456146986,0,OWN,HOME_IMPROVEMENT,2,0,1
28,68283.1137945183,6914.288109913116,4,MORTGAGE,VENTURE,10,0,0
52,54560.647765060756,34886.44181574892,0,OWN,HOME_IMPROVEMENT,16,0,1
39,103991.71605012605,31192.60217834714,9,MORTGAGE,DEBT_CONSOLIDATION,5,0,0
32,84913.39854722038,35238.42901614023,2,MORTGAGE,DEBT_CONSOLIDATION,14,0,0
47,54582.506140699494,42912.007235204284,4,MORTGAGE,HOME_IMPROVEMENT,13,0,1
48,39400.911133522895,35389.04001399378,1,RENT,MEDICAL,13,0,1
32,36535.96914936845,28287.473895315816,9,MORTGAGE,VENTURE,13,0,1
65,132405.85097825428,38864.28280151616,13,OWN,DEBT_CONSOLIDATION,15,0,0
54,51652.13589263274,30949.596892244856,3,RENT,DEBT_CONSOLIDATION,14,0,1
25,104722.38422842589,19549.119443514694,7,MORTGAGE,DEBT_CONSOLIDATION,7,1,1
37,125389.17063821461,40081.64986239625,1,RENT,MEDICAL,11,0,1
24,99830.57045401569,11541.719813728034,4,MORTGAGE,VENTURE,6,1,1
44,131743.48011410295,32729.57482107514,11,OWN,VENTURE,4,0,0
21,71011.18379870168,39907.22856245255,2,MORTGAGE,DEBT_CONSOLIDATION,3,0,1
29,144308.88478436327,33446.61034724174,11,MORTGAGE,HOME_IMPROVEMENT,1,0,1
49,37308.8505431526,31982.84301931585,0,MORTGAGE,HOME_IMPROVEMENT,5,0,1
64,33279.43885547995,34363.446645088945,0,MORTGAGE,DEBT_CONSOLIDATION,13,0,1
24,105629.97900696767,21997.37567692771,6,OWN,HOME_IMPROVEMENT,1,0,1
52,142568.04838372403,39589.33933275212,0,MORTGAGE,DEBT_CONSOLIDATION,8,1,0
20,125154.85001272264,10747.768430851922,2,MORTGAGE,DEBT_CONSOLIDATION,2,0,0
37,29934.191726946687,7477.6158880145895,18,MORTGAGE,VENTURE,3,0,0
51,56317.80281151313,14276.877545095997,0,MORTGAGE,VENTURE,7,0,0
30,140941.45502891706,24857.828061324704,4,MORTGAGE,HOME_IMPROVEMENT,4,0,0
40,52897.596264101994,23954.15720260154,1,MORTGAGE,HOME_IMPROVEMENT,3,0,0
45,121552.15509229951,37285.746580093226,3,MORTGAGE,DEBT_CONSOLIDATION,15,1,1
44,127267.18547073149,19396.45222537275,0,RENT,EDUCATION,8,1,0
41,84408.77344992763,22826.81033053487,1,RENT,VENTURE,3,1,1
46,70225.35828028101,2574.8103801540124,2,MORTGAGE,VENTURE,7,1,0
32,78516.17621456875,19618.78716704638,3,RENT,EDUCATION,14,0,0
52,49505.41026749734,29854.29201686471,22,RENT,DEBT_CONSOLIDATION,11,0,0
53,135620.81909674976,2666.858216943464,9,MORTGAGE,DEBT_CONSOLIDATION,11,0,0
60,78580.55537486853,14077.924503008482,8,RENT,HOME_IMPROVEMENT,17,1,0
54,134719.72725929297,10942.123449443767,4,RENT,DEBT_CONSOLIDATION,6,0,0
20,33740.15238781563,3805.373443112294,2,MORTGAGE,VENTURE,2,0,0
40,148475.7852300171,22608.18386632511,2,OWN,DEBT_CONSOLIDATION,1,0,0
25,77625.50136767037,9814.10160881073,7,MORTGAGE,DEBT_CONSOLIDATION,7,0,0
47,26218.00665123371,33952.506204149344,29,OWN,DEBT_CONSOLIDATION,19,0,1
36,24942.84027086914,38460.899001823986,2,MORTGAGE,MEDICAL,3,1,1
24,117006.94347263902,25460.162854773356,6,RENT,DEBT_CONSOLIDATION,4,0,0
50,105674.61944647851,44213.41572840908,11,MORTGAGE,EDUCATION,11,0,0
24,124276.97255658638,21370.578573235598,6,MORTGAGE,HOME_IMPROVEMENT,6,0,0
57,33697.77941386477,24074.833039671368,7,RENT,DEBT_CONSOLIDATION,1,0,1
22,24624.212714621284,44536.363420183254,2,RENT,HOME_IMPROVEMENT,4,0,1
42,86115.3076281852,11956.582746497099,2,MORTGAGE,EDUCATION,11,0,0
56,70387.38009276004,42529.475406106925,0,RENT,HOME_IMPROVEMENT,19,0,1
56,80053.10176722426,3842.0148701218695,8,MORTGAGE,VENTURE,13,0,0
29,148906.4931531356,21194.636281317376,0,RENT,DEBT_CONSOLIDATION,11,0,0
29,146197.49449718714,5010.151021721828,11,MORTGAGE,DEBT_CONSOLIDATION,4,0,0
38,142501.00065751508,33357.093945286644,0,MORTGAGE,MEDICAL,1,0,0
36,121899.5479797976,28161.584242840763,1,RENT,DEBT_CONSOLIDATION,13,0,0
40,66129.37683339574,32385.273329106643,3,RENT,HOME_IMPROVEMENT,1,0,1
33,73577.0209341603,18102.65719862473,8,MORTGAGE,VENTURE,5,0,0
28,91450.08568346019,17887.72316334935,0,MORTGAGE,DEBT_CONSOLIDATION,5,0,1
65,127969.47933262918,3948.728995318468,3,MORTGAGE,EDUCATION,14,1,0
20,28932.66822737481,17047.632399774513,2,MORTGAGE,DEBT_CONSOLIDATION,2,0,1
64,75158.59516503545,41959.40129726856,1,MORTGAGE,DEBT_CONSOLIDATION,8,0,0
32,30740.29624970493,18306.741098759303,0,RENT,DEBT_CONSOLIDATION,4,0,1
23,86905.4862545565,37748.81136754471,5,RENT,VENTURE,5,0,1
20,136857.1071208106,38219.99670424716,2,RENT,DEBT_CONSOLIDATION,2,0,1
59,121723.04019331193,18049.369724307056,0,MORTGAGE,EDUCATION,15,0,0
51,49619.5142806043,29175.513257036127,9,RENT,MEDICAL,4,0,1
53,146878.81044784302,6100.978897741521,23,RENT,HOME_IMPROVEMENT,19,0,0
47,106755.5517460357,6458.17897157389,5,MORTGAGE,HOME_IMPROVEMENT,9,0,0
50,21355.6009216624,4092.2795374536727,4,MORTGAGE,HOME_IMPROVEMENT,13,0,0
27,53203.75300907854,26983.649015129708,9,RENT,DEBT_CONSOLIDATION,9,0,0
58,53892.72898958915,20321.05203792217,18,RENT,HOME_IMPROVEMENT,14,0,0
45,29003.05981716179,25565.391336562323,8,MORTGAGE,EDUCATION,10,1,1
53,144777.44734987075,24406.147191860677,3,MORTGAGE,MEDICAL,16,0,0
22,82173.18829487008,17058.728616901404,4,MORTGAGE,MEDICAL,4,0,1
31,136455.89765834465,31131.356837409334,7,RENT,VENTURE,6,0,1
20,61888.015447801685,34615.5808794048,1,MORTGAGE,VENTURE,2,0,1
63,36280.364156267526,2629.015131740056,3,MORTGAGE,HOME_IMPROVEMENT,13,0,0
24,81663.6942878078,10911.418890061768,6,RENT,EDUCATION,6,0,0
49,34814.36251286123,32669.142327583482,6,OWN,VENTURE,19,1,1
49,83182.01538708019,18624.66742325487,3,RENT,DEBT_CONSOLIDATION,18,1,1
36,139638.63355852303,30486.809718489152,6,RENT,MEDICAL,18,0,1
42,87699.85843844766,16919.394368586014,0,MORTGAGE,HOME_IMPROVEMENT,1,0,0
34,100144.96449636086,18802.471550174396,3,RENT,EDUCATION,8,0,1
56,40362.99680659508,8823.191568656452,9,RENT,EDUCATION,16,0,0
40,25685.63136439603,13103.93384564488,1,MORTGAGE,MEDICAL,2,0,1
33,34405.03508337491,28032.705572826253,1,MORTGAGE,DEBT_CONSOLIDATION,8,0,1
21,97809.10483896754,20626.013786552154,3,OWN,EDUCATION,3,0,0
30,32351.520868999607,35295.01536661759,1,MORTGAGE,HOME_IMPROVEMENT,12,0,1
58,68879.07569237048,38661.15306234874,1,RENT,DEBT_CONSOLIDATION,11,0,1
57,91511.95225956028,25290.795983320673,20,MORTGAGE,VENTURE,17,0,0
53,70524.8638218801,34605.49355841054,7,MORTGAGE,HOME_IMPROVEMENT,19,1,1
57,41278.89419048919,15196.894067366511,7,MORTGAGE,EDUCATION,11,0,0
53,55592.86997683385,19843.762262203363,11,MORTGAGE,DEBT_CONSOLIDATION,8,0,0
37,140681.27927031502,32649.440077323732,0,MORTGAGE,HOME_IMPROVEMENT,4,0,0
49,107877.6958262262,18607.11569113232,7,MORTGAGE,EDUCATION,11,0,0
34,84486.21902838525,27305.71221183652,4,MORTGAGE,HOME_IMPROVEMENT,8,0,0
46,21652.935698296158,9971.029500547993,10,RENT,DEBT_CONSOLIDATION,9,1,0
53,149014.00206363114,27790.16654373141,4,OWN,MEDICAL,2,0,0
57,107289.14153630362,39045.08941075642,5,RENT,HOME_IMPROVEMENT,16,1,1
52,61199.92205484284,39351.5045124073,3,RENT,EDUCATION,6,0,1
43,134304.92579971897,33146.80947217021,3,RENT,HOME_IMPROVEMENT,19,0,0
34,53596.110637936355,34067.39530027342,8,MORTGAGE,DEBT_CONSOLIDATION,8,1,1
49,90722.1552937577,25990.88014148013,5,MORTGAGE,HOME_IMPROVEMENT,14,0,0
61,102689.19928487726,27140.727877130466,6,MORTGAGE,HOME_IMPROVEMENT,16,1,0
36,48738.2382889847,7746.975000652274,3,OWN,HOME_IMPROVEMENT,12,0,0
24,147191.64624407748,21085.945102115948,4,OWN,HOME_IMPROVEMENT,5,1,0
48,117264.94777726968,21383.380207113645,8,RENT,HOME_IMPROVEMENT,19,0,0
23,92515.71931643909,43215.406933712824,5,RENT,DEBT_CONSOLIDATION,5,0,1
29,43477.297762789116,20536.735092801446,7,MORTGAGE,HOME_IMPROVEMENT,9,0,0
36,27001.566909743397,25621.733730818578,15,OWN,DEBT_CONSOLIDATION,2,0,1
29,61607.77822772785,24929.81016900141,10,MORTGAGE,DEBT_CONSOLIDATION,11,1,1
36,117914.35366874236,29380.753832906066,4,MORTGAGE,MEDICAL,2,0,0
39,55013.06877926326,34174.01174727152,6,RENT,EDUCATION,10,0,1
43,90142.30866441566,11676.800675347502,15,MORTGAGE,EDUCATION,1,0,0
24,114633.13297499661,24735.150021232734,5,MORTGAGE,HOME_IMPROVEMENT,4,0,0
53,34032.68290404037,37514.46141458931,10,MORTGAGE,MEDICAL,12,0,1
25,109088.74209506354,21913.932695012994,7,RENT,EDUCATION,7,0,0
21,31943.21540230581,13973.67449406364,3,OWN,VENTURE,3,1,1
32,145466.86647650955,30152.49024032086,1,MORTGAGE,DEBT_CONSOLIDATION,9,0,0
62,83491.23690844214,37421.99801936228,3,RENT,MEDICAL,6,0,1
62,39587.894002284054,4715.032595877827,20,MORTGAGE,VENTURE,1,0,0
30,64509.87268436104,35401.99078651077,6,MORTGAGE,VENTURE,10,0,0
42,73744.138408384,37330.86111735616,4,MORTGAGE,DEBT_CONSOLIDATION,14,0,0
35,118564.05143994985,21845.485886310093,16,MORTGAGE,DEBT_CONSOLIDATION,17,0,0
50,116645.0921899592,44282.1432431941,5,MORTGAGE,DEBT_CONSOLIDATION,6,0,0
30,99552.26569385303,35828.45865041429,4,OWN,DEBT_CONSOLIDATION,12,1,1
35,33770.99263260409,35267.490290513626,8,RENT,VENTURE,16,0,1
27,39704.01830639757,34157.058699719084,7,RENT,DEBT_CONSOLIDATION,9,0,1
23,32188.399683922362,8476.148438385782,1,RENT,DEBT_CONSOLIDATION,5,0,0
59,95032.46182738151,11340.928117479465,3,MORTGAGE,DEBT_CONSOLIDATION,8,0,0
23,134027.9973964825,21951.575652970278,3,MORTGAGE,DEBT_CONSOLIDATION,5,0,0
44,76394.06659312034,13352.187048257032,2,MORTGAGE,DEBT_CONSOLIDATION,11,0,0
22,40910.26261450701,19855.36181036374,4,MORTGAGE,VENTURE,4,0,1
51,92545.50226936571,40203.95672668559,3,MORTGAGE,HOME_IMPROVEMENT,17,0,0
22,125527.78819254228,37446.056350808576,1,OWN,DEBT_CONSOLIDATION,4,0,0
46,116422.5679966809,29091.714774639237,3,RENT,HOME_IMPROVEMENT,19,0,0
48,134588.60135775278,38899.176952797454,0,MORTGAGE,HOME_IMPROVEMENT,13,1,0
51,56127.272642352815,35702.21272774172,5,MORTGAGE,DEBT_CONSOLIDATION,15,0,1
38,45214.00274481073,20446.35206915829,11,MORTGAGE,EDUCATION,1,0,0
40,134376.14317245205,10645.80153814764,7,MORTGAGE,EDUCATION,16,0,0
24,105482.840661143,24110.644720401586,2,MORTGAGE,EDUCATION,5,0,0
37,60420.760900982044,33657.841948727655,0,RENT,EDUCATION,3,0,1
47,116505.2465744262,20766.0427453725,1,MORTGAGE,DEBT_CONSOLIDATION,10,0,0
61,125965.38998244783,30671.19212070758,4,MORTGAGE,MEDICAL,19,0,0
41,99947.1712443472,6056.079330514876,1,MORTGAGE,VENTURE,5,0,0
40,109424.93428438896,34164.203663970344,4,MORTGAGE,MEDICAL,7,0,0
25,68783.78757754662,36946.68565540166,1,OWN,DEBT_CONSOLIDATION,7,0,1
20,90030.43675459508,32394.02779856327,2,MORTGAGE,MEDICAL,2,1,0
24,88140.6921944011,43592.33426363372,3,MORTGAGE,VENTURE,6,0,1
60,130246.21284700035,37546.038470807536,1,MORTGAGE,VENTURE,13,1,0
31,129195.31743668373,40833.03029869115,10,MORTGAGE,DEBT_CONSOLIDATION,10,0,0
45,128248.46101511562,42143.55658867887,2,OWN,EDUCATION,2,1,0
65,21434.109854120554,36457.963650573765,0,MORTGAGE,MEDICAL,6,0,1
53,117440.91298095547,30993.13020627946,5,MORTGAGE,EDUCATION,8,0,0
33,118627.93071443064,2245.898998513939,5,RENT,HOME_IMPROVEMENT,4,0,0
45,108189.24697116844,22030.50738859436,7,MORTGAGE,MEDICAL,12,0,0
64,118314.40552588884,26559.978840761523,1,RENT,HOME_IMPROVEMENT,15,0,0
46,129456.14829457214,15073.301715263984,3,MORTGAGE,HOME_IMPROVEMENT,8,0,0
28,81141.47703323213,15678.4912168493,1,RENT,HOME_IMPROVEMENT,7,1,0
45,85266.52775349813,43329.8548755371,0,RENT,MEDICAL,14,0,1
41,36212.82739848076,40343.56720371807,12,RENT,DEBT_CONSOLIDATION,19,0,1
49,70098.86479615704,38514.69723657328,7,RENT,HOME_IMPROVEMENT,14,0,0
62,103637.47338853196,19458.507473362755,2,RENT,EDUCATION,13,0,0
36,121451.97089914569,2589.0376675833254,5,MORTGAGE,VENTURE,1,0,0
45,48237.18269985737,5449.556597595705,1,MORTGAGE,HOME_IMPROVEMENT,19,0,0
55,37916.97689070061,15424.443833356958,13,MORTGAGE,MEDICAL,1,0,0
20,106195.460585064,2676.9452588141103,0,MORTGAGE,MEDICAL,2,0,0
27,20244.384858238383,2737.440622353519,0,RENT,DEBT_CONSOLIDATION,9,1,0
54,43188.435959952876,41413.94197062367,4,MORTGAGE,HOME_IMPROVEMENT,3,0,0
34,23779.279444713986,32364.815591119324,5,RENT,DEBT_CONSOLIDATION,9,1,1
41,41695.065321133225,15285.107572930565,5,RENT,DEBT_CONSOLIDATION,3,0,1
33,43571.506390315684,7703.716836840986,0,MORTGAGE,HOME_IMPROVEMENT,6,0,0
45,70397.56731755125,24000.335869488317,2,RENT,MEDICAL,6,0,1
47,72302.52620925228,2229.8849167376716,4,MORTGAGE,VENTURE,12,0,0
42,133654.12117933092,42351.790985900196,1,RENT,DEBT_CONSOLIDATION,1,0,0
33,86314.26262484728,19837.05013372473,12,MORTGAGE,DEBT_CONSOLIDATION,15,0,0
43,114042.61952959721,19300.403075205308,0,MORTGAGE,HOME_IMPROVEMENT,5,0,0
21,33537.85652963737,18795.525126016633,3,RENT,HOME_IMPROVEMENT,3,0,1
64,49307.038210280196,4981.118206673885,7,MORTGAGE,DEBT_CONSOLIDATION,10,1,0
45,111382.64732722798,29447.85631104854,1,RENT,VENTURE,13,0,1
33,26864.514860908654,33519.15564401919,5,MORTGAGE,MEDICAL,15,0,1
26,83257.6960916879,31073.39209629648,8,RENT,HOME_IMPROVEMENT,8,0,1
22,97917.96553618141,7952.726213163955,1,MORTGAGE,VENTURE,4,0,0
42,98278.93372682254,26890.12722553048,14,MORTGAGE,DEBT_CONSOLIDATION,5,0,0
65,22981.265464845463,26487.832819406914,4,RENT,EDUCATION,18,0,1
62,61874.04054979412,39341.66388147943,2,OWN,HOME_IMPROVEMENT,12,0,1
64,102743.78463639002,18302.48931015282,3,MORTGAGE,DEBT_CONSOLIDATION,3,0,1
37,39369.96569940165,17973.895577355674,2,MORTGAGE,MEDICAL,7,0,1
57,110404.03428264693,28596.66352488198,7,MORTGAGE,HOME_IMPROVEMENT,17,0,0
54,116970.27714577768,29222.12410047906,9,RENT,EDUCATION,19,0,0
34,147655.99475799888,22179.264775008985,10,MORTGAGE,DEBT_CONSOLIDATION,16,0,1
44,47279.45933133323,21051.552580208107,25,RENT,DEBT_CONSOLIDATION,1,0,1
56,127266.98679659498,23248.349837428956,9,RENT,DEBT_CONSOLIDATION,5,0,0
47,87638.55499942503,39024.94787864241,5,OWN,HOME_IMPROVEMENT,2,0,0
29,68550.13749874255,21830.17675391813,2,MORTGAGE,EDUCATION,1,0,1
58,35908.978452273135,42417.06705470237,4,MORTGAGE,DEBT_CONSOLIDATION,7,0,1
36,115615.72884337988,23672.16183464202,0,RENT,EDUCATION,11,0,0
58,50661.48788867932,42815.62980677833,8,MORTGAGE,EDUCATION,11,0,1
41,68284.86024349595,37811.771780370254,3,RENT,EDUCATION,18,0,0
45,28130.489496657898,17584.546872480652,0,RENT,HOME_IMPROVEMENT,17,0,1
63,124177.69905653747,39136.58111575449,0,RENT,MEDICAL,2,0,0
44,119656.50811631363,6732.721220647954,2,MORTGAGE,HOME_IMPROVEMENT,7,0,0
36,115370.05790550062,41777.028539749626,5,MORTGAGE,HOME_IMPROVEMENT,7,0,0
32,58927.656363945265,29160.67114856434,3,RENT,DEBT_CONSOLIDATION,10,0,1
39,42552.40965457444,4338.802186459381,5,MORTGAGE,DEBT_CONSOLIDATION,3,0,1
44,102881.92438112987,29703.039116984895,3,RENT,DEBT_CONSOLIDATION,12,0,1
23,84501.62993471853,43892.64912822451,5,MORTGAGE,EDUCATION,3,0,0
29,43172.820697603405,5001.428148429044,1,OWN,DEBT_CONSOLIDATION,11,0,0
22,109168.46523648228,25851.57152054371,0,MORTGAGE,DEBT_CONSOLIDATION,4,0,0
60,148846.43613676948,34155.157039653015,5,MORTGAGE,VENTURE,4,0,0
64,117138.5464064649,36841.11922807985,3,OWN,DEBT_CONSOLIDATION,16,0,0
37,116198.23026912953,19794.581008794223,0,MORTGAGE,DEBT_CONSOLIDATION,18,0,0
55,143540.6578809769,10779.162044234448,2,MORTGAGE,DEBT_CONSOLIDATION,4,0,0
41,46381.72778473729,3820.717987212505,0,MORTGAGE,VENTURE,6,0,0
53,93521.49543978725,26928.224755180665,4,RENT,DEBT_CONSOLIDATION,15,0,1
27,147354.07295440487,21475.176021507265,3,RENT,HOME_IMPROVEMENT,1,0,1
59,41488.23442612269,42796.00899143757,5,OWN,HOME_IMPROVEMENT,3,0,1
63,111032.75472778773,4606.011031741121,9,MORTGAGE,EDUCATION,5,0,0
38,96155.31897634725,31471.999768178244,2,RENT,EDUCATION,17,0,0
61,96242.2819845319,3073.547551162458,19,MORTGAGE,VENTURE,14,0,0
60,110697.18157760976,9371.669598553337,4,MORTGAGE,DEBT_CONSOLIDATION,9,0,0
56,140850.19997383893,21503.896996681866,5,MORTGAGE,DEBT_CONSOLIDATION,3,0,0
25,121735.65218067393,21559.515040523333,6,MORTGAGE,DEBT_CONSOLIDATION,7,0,0
45,27297.693444107303,31485.123346146687,6,MORTGAGE,DEBT_CONSOLIDATION,3,0,1
53,130854.64258384246,41139.16049931353,4,MORTGAGE,DEBT_CONSOLIDATION,11,0,0
64,49320.37289034524,29478.382833341595,3,MORTGAGE,DEBT_CONSOLIDATION,2,0,0
25,68998.84141572836,43002.00920761488,0,MORTGAGE,HOME_IMPROVEMENT,7,0,1
56,80025.26576960969,39909.4725147539,0,MORTGAGE,EDUCATION,13,0,0
52,82517.78009789906,27133.49120782398,2,MORTGAGE,DEBT_CONSOLIDATION,19,0,0
41,76573.45190319637,37853.053889509574,2,RENT,EDUCATION,16,0,1
40,141855.92824806238,29630.837243916263,2,MORTGAGE,DEBT_CONSOLIDATION,18,0,0
25,111782.4709963232,5377.986729720267,0,OWN,DEBT_CONSOLIDATION,7,0,0
25,102052.18397437183,33844.28310015893,7,RENT,HOME_IMPROVEMENT,7,0,0
23,26479.4636117824,6081.062974495887,5,RENT,DEBT_CONSOLIDATION,4,0,1
49,137508.7329338487,27545.559564497635,16,MORTGAGE,DEBT_CONSOLIDATION,9,0,0
30,138220.7249610915,32213.52885190384,4,MORTGAGE,HOME_IMPROVEMENT,10,1,1
49,121427.6982459133,4860.687153066776,7,RENT,MEDICAL,9,0,1
50,20913.79649577049,11924.170118840866,11,RENT,EDUCATION,7,1,1
43,27446.432640091036,41373.905987250946,3,RENT,DEBT_CONSOLIDATION,15,0,1
28,49279.08129490367,28501.523166014544,2,MORTGAGE,VENTURE,8,0,1
22,37075.42305883787,12590.298808852858,4,RENT,EDUCATION,4,0,0
50,71848.68386148484,31699.230159364284,4,RENT,EDUCATION,11,0,0
59,139940.99755141267,27661.386058352655,4,MORTGAGE,VENTURE,5,0,0
56,81367.85644560977,23567.75509647178,1,MORTGAGE,HOME_IMPROVEMENT,2,0,0
55,21742.34143618153,43976.0399244876,0,MORTGAGE,DEBT_CONSOLIDATION,10,0,1
43,56756.93964523906,31388.51242852288,11,RENT,HOME_IMPROVEMENT,16,0,1
50,25797.338088485,18143.967715720246,5,MORTGAGE,HOME_IMPROVEMENT,13,0,1
25,24717.39093975528,36403.15757930532,2,OWN,HOME_IMPROVEMENT,7,0,1
21,55843.58090242179,40037.081595611075,1,MORTGAGE,HOME_IMPROVEMENT,3,0,1
39,55829.604028262904,7384.4840592237515,4,OWN,MEDICAL,11,0,0
47,122326.45833820853,10623.778047346459,5,MORTGAGE,MEDICAL,11,0,0
30,146728.50486154456,11297.761392494527,1,RENT,VENTURE,12,0,0
23,68256.92220569978,31722.107803621235,5,MORTGAGE,VENTURE,5,0,1
34,75755.29425193502,27930.700867291183,0,RENT,MEDICAL,12,0,1
25,129822.6267171828,28616.637282039293,2,MORTGAGE,DEBT_CONSOLIDATION,6,0,0
49,54858.07261241674,42453.25188664854,6,RENT,DEBT_CONSOLIDATION,12,0,0
57,40329.63457244824,35364.19591071416,1,RENT,HOME_IMPROVEMENT,10,0,1
21,130901.65104247456,7501.287754006677,3,OWN,VENTURE,3,0,0
34,26045.076237208516,16942.804544282786,8,RENT,HOME_IMPROVEMENT,16,1,1
30,100560.92722592404,20721.926785556632,9,MORTGAGE,EDUCATION,4,1,1
27,93059.07017068488,19026.34831614701,0,RENT,DEBT_CONSOLIDATION,9,0,0
45,64969.658175220255,30780.270193960805,0,RENT,DEBT_CONSOLIDATION,7,0,1
64,60974.63774265667,40351.40344003219,2,MORTGAGE,EDUCATION,18,0,0
63,120341.50440361077,15160.212931479884,4,MORTGAGE,DEBT_CONSOLIDATION,8,0,0
24,31235.199399131045,25730.716866110983,6,MORTGAGE,DEBT_CONSOLIDATION,6,0,1
25,50781.9602104801,35944.605142284185,7,RENT,DEBT_CONSOLIDATION,7,0,1
45,115218.33513895168,19897.376530350022,7,MORTGAGE,DEBT_CONSOLIDATION,9,0,0
23,91281.67588443514,9229.079521169722,5,MORTGAGE,EDUCATION,5,0,0
38,36638.46710936623,22422.891506341173,8,MORTGAGE,DEBT_CONSOLIDATION,3,0,1
39,134677.62985666783,4374.568391950224,2,MORTGAGE,HOME_IMPROVEMENT,17,0,0
52,71148.22005326691,42522.488522097905,1,OWN,DEBT_CONSOLIDATION,2,0,1
39,127622.88879188246,5217.311823383841,7,MORTGAGE,VENTURE,15,1,0
31,122402.69201860213,20853.63875577486,1,OWN,DEBT_CONSOLIDATION,13,0,0
20,101175.30804132465,24784.894226806624,0,MORTGAGE,EDUCATION,2,0,0
45,84282.5470683621,44368.06478835327,4,MORTGAGE,EDUCATION,16,0,0
